tempo,energy,valence,danceability,acousticness,loudness
125.985,0.895,0.757,0.762,0.00623,-4.562
154.964,0.915,0.304,0.737,0.00322,-2.749
106.036,0.85,0.694,0.815,0.0232,-4.704
118.051,0.546,0.113,0.76,0.0284,-13.092
146.441,0.86,0.607,0.585,0.0566,-5.274
75.486,0.636,0.267,0.654,0.00258,-6.904
145.988,0.765,0.492,0.588,0.00685,-5.914
165.409,0.758,0.331,0.681,0.00465,-6.524
145.379,0.683,0.623,0.501,0.109,-7.881
110.14,0.819,0.636,0.726,0.477,-7.094
112.014,0.529,0.44,0.782,0.509,-8.626
101.837,0.634,0.645,0.502,0.677,-3.367
147.989,0.841,0.838,0.754,0.136,-4.563
93.482,0.814,0.758,0.683,0.277,-3.505
113.981,0.792,0.903,0.749,0.308,-4.621
197.98,0.705,0.718,0.374,0.172,-8.37
93.2,0.648,0.746,0.737,0.252,-5.493
113.012,0.719,0.546,0.897,0.116,-7.164
95.865,0.52,0.425,0.578,0.554,-8.399
67.813,0.651,0.567,0.49,0.714,-6.259
166.008,0.935,0.836,0.574,0.112,-2.783
101.921,0.941,0.292,0.577,0.00207,-5.17
149.923,0.794,0.775,0.531,0.0176,-4.363
151.99,0.898,0.639,0.479,0.0134,-4.809
157.013,0.822,0.746,0.853,0.0841,-6.836
141.131,0.905,0.735,0.545,0.103,-3.823
101.955,0.571,0.726,0.695,0.032,-6.249
139.959,0.811,0.944,0.693,0.395,-5.765
115.063,0.808,0.172,0.576,0.00615,-4.241
169.955,0.951,0.428,0.436,0.0046,-4.748
82.05,0.514,0.757,0.829,0.439,-5.333
105.173,0.836,0.56,0.543,0.000647,-9.11
159.756,0.908,0.669,0.285,0.0318,-4.601
118.242,0.704,0.703,0.43,0.000155,-8.008
127.066,0.934,0.287,0.417,0.000278,-3.908
92.049,0.891,0.226,0.283,0.00678,-8.165
102.178,0.695,0.413,0.437,0.00111,-9.447
148.366,0.763,0.342,0.365,0.00726,-9.45
114.816,0.908,0.437,0.415,0.00437,-9.701
143.772,0.982,0.194,0.354,0.000237,-3.026
123.257,0.828,0.604,0.577,0.00213,-8.691
118.004,0.916,0.683,0.58,0.000297,-4.358
103.299,0.898,0.525,0.353,2.23e-05,-5.877
125.033,0.963,0.586,0.59,8.75e-05,-6.489
129.984,0.949,0.233,0.554,0.000318,-4.928
71.841,0.781,0.372,0.443,1.33e-05,-4.277
107.441,0.714,0.191,0.567,0.0012,-8.512
94.895,0.821,0.684,0.669,0.00182,-4.37
103.314,0.72,0.761,0.916,0.36,-8.548
76.71,0.661,0.753,0.836,0.0208,-6.502
95.107,0.733,0.946,0.883,0.161,-9.153
124.084,0.463,0.755,0.929,0.143,-8.651
93.431,0.775,0.527,0.816,0.16,-3.323
93.941,0.697,0.67,0.901,0.145,-3.439
99.935,0.505,0.495,0.535,0.0393,-8.926
95.0,0.63,0.717,0.874,0.0578,-3.585
93.857,0.786,0.504,0.763,0.0146,-6.472
174.039,0.706,0.579,0.584,0.209,-7.899
94.121,0.62,0.867,0.9,0.2,-6.518
96.063,0.818,0.782,0.889,0.47,-4.639
94.895,0.821,0.684,0.669,0.00182,-4.37
181.033,0.514,0.565,0.512,0.555,-11.562
102.304,0.611,0.769,0.897,0.0291,-10.489
97.044,0.734,0.608,0.918,0.0296,-2.832
84.099,0.91,0.887,0.665,0.0394,-4.682
101.368,0.735,0.768,0.934,0.031,-6.668
84.115,0.54,0.322,0.773,0.371,-7.123
94.828,0.703,0.241,0.813,0.125,-5.077
104.536,0.884,0.904,0.845,0.0128,-4.506
96.662,0.666,0.744,0.848,0.173,-6.547
172.329,0.732,0.595,0.598,0.144,-7.013
127.361,0.767,0.755,0.532,0.00287,-5.509
112.067,0.795,0.535,0.645,0.347,-12.095
119.25,0.802,0.472,0.491,0.25,-7.106
92.718,0.373,0.732,0.671,0.257,-18.064
188.386,0.7,0.763,0.31,0.011,-5.678
148.723,0.942,0.495,0.527,0.0115,-5.64
122.805,0.959,0.812,0.541,0.0663,-2.947
139.13,0.834,0.774,0.509,0.0183,-6.205
113.375,0.836,0.82,0.743,0.0804,-6.465
113.805,0.712,0.462,0.671,0.429,-7.815
94.379,0.716,0.901,0.535,0.326,-5.025
122.431,0.932,0.971,0.631,0.0429,-4.142
129.981,0.835,0.795,0.572,0.171,-6.219
84.383,0.449,0.573,0.623,0.212,-13.333
117.662,0.843,0.188,0.529,0.0628,-6.908
106.767,0.873,0.303,0.389,0.00532,-4.768
81.909,0.768,0.429,0.558,0.121,-9.997
176.941,0.549,0.907,0.516,0.501,-13.741
112.113,0.758,0.435,0.489,0.000678,-6.491
122.093,0.952,0.584,0.398,0.000373,-6.042
114.02,0.478,0.965,0.766,0.0513,-13.487
84.989,0.953,0.568,0.267,0.00211,-4.899
150.036,0.803,0.258,0.253,0.129,-3.977
141.167,0.978,0.451,0.526,0.00122,-5.436
126.59,0.811,0.635,0.561,0.00515,-6.157
129.885,0.872,0.866,0.797,0.291,-6.727
159.756,0.908,0.669,0.285,0.0318,-4.601
109.975,0.528,0.757,0.932,0.115,-6.472
127.568,0.812,0.685,0.691,0.0433,-7.772
190.818,0.93,0.725,0.398,0.000854,-6.76
97.909,0.942,0.498,0.511,0.174,-10.407
152.445,0.899,0.603,0.475,0.00375,-4.321
131.707,0.96,0.37,0.469,0.141,-4.809
117.486,0.96,0.978,0.574,0.0457,-4.906
127.402,0.58,0.944,0.741,0.117,-9.05
148.366,0.763,0.342,0.365,0.00726,-9.45
111.457,0.804,0.658,0.591,0.327,-7.299
119.18,0.427,0.295,0.753,0.00787,-11.112
140.309,0.506,0.518,0.799,0.0453,-9.414
125.447,0.737,0.971,0.785,0.042,-5.306
107.01,0.846,0.659,0.659,0.0318,-5.508
142.663,0.833,0.773,0.553,0.000646,-6.667
133.615,0.858,0.419,0.503,0.00757,-6.296
140.176,0.632,0.294,0.531,0.16,-5.557
119.96,0.691,0.707,0.823,0.0774,-7.322
134.937,0.78,0.72,0.724,0.294,-5.407
87.973,0.693,0.572,0.702,0.139,-4.941
105.969,0.926,0.86,0.682,0.0404,-2.515
140.053,0.628,0.568,0.668,0.129,-4.692
120.073,0.747,0.363,0.745,0.0073,-4.278
91.992,0.786,0.465,0.695,0.0668,-2.048
170.022,0.597,0.875,0.77,0.53,-4.901
108.038,0.782,0.906,0.875,0.151,-3.905
124.994,0.895,0.757,0.803,0.0816,-2.888
140.041,0.728,0.461,0.774,0.113,-5.079
101.959,0.5,0.76,0.871,0.32,-8.675
109.945,0.774,0.383,0.801,0.00871,-3.604
131.016,0.872,0.378,0.644,0.164,-1.54
157.969,0.592,0.535,0.521,0.308,-7.777
149.027,0.783,0.939,0.777,0.0283,-4.477
104.978,0.507,0.438,0.747,0.2,-10.171
108.548,0.808,0.372,0.554,0.214,-4.169
116.034,0.756,0.838,0.66,0.00289,-3.743
146.921,0.711,0.317,0.487,0.000175,-4.22
94.938,0.413,0.273,0.494,0.682,-10.432
112.964,0.907,0.721,0.674,0.101,-4.086
112.648,0.651,0.471,0.694,0.496,-6.968
148.101,0.247,0.126,0.467,0.612,-12.002
103.963,0.776,0.708,0.699,0.131,-5.282
119.973,0.722,0.57,0.769,0.0584,-5.485
116.712,0.582,0.785,0.7,0.0502,-5.96
105.008,0.563,0.343,0.833,0.528,-5.593
150.273,0.627,0.35,0.336,0.164,-7.463
107.732,0.598,0.935,0.733,0.212,-8.228
105.029,0.471,0.219,0.472,0.151,-5.692
128.027,0.668,0.787,0.924,0.446,-6.795
184.115,0.872,0.806,0.466,0.0156,-3.344
107.015,0.586,0.621,0.675,0.257,-6.086
115.94,0.406,0.338,0.53,0.656,-7.507
174.097,0.369,0.0998,0.448,0.968,-9.514
155.865,0.627,0.47,0.687,0.326,-4.975
124.053,0.807,0.398,0.612,0.0495,-2.81
67.528,0.417,0.479,0.464,0.136,-9.345
159.92,0.604,0.242,0.561,0.199,-4.409
78.558,0.559,0.62,0.558,0.371,-9.222
173.372,0.661,0.285,0.429,0.00239,-7.227
80.09,0.812,0.664,0.505,0.285,-3.986
134.066,0.56,0.86,0.853,0.013,-4.961
143.994,0.698,0.867,0.726,0.049,-4.165
94.99,0.727,0.676,0.739,0.0678,-5.968
96.063,0.555,0.191,0.392,0.287,-6.707
120.001,0.52,0.37,0.672,0.859,-7.747
67.086,0.47,0.879,0.598,0.617,-8.744
84.828,0.64,0.19,0.264,0.0393,-6.221
109.021,0.841,0.424,0.635,0.0134,-5.379
80.969,0.706,0.599,0.722,0.072,-4.857
142.579,0.757,0.12,0.482,0.0137,-4.586
155.925,0.715,0.497,0.315,0.00125,-8.072
105.143,0.864,0.4,0.556,0.00958,-5.87
117.025,0.643,0.96,0.74,0.041,-5.446
130.504,0.725,0.64,0.633,0.0461,-4.257
101.654,0.731,0.484,0.483,0.436,-6.696
127.939,0.928,0.488,0.571,0.00932,-3.725
109.935,0.513,0.929,0.745,0.783,-9.116
120.208,0.689,0.936,0.724,0.573,-7.174
191.868,0.621,0.592,0.525,0.0489,-7.364
119.705,0.424,0.806,0.754,0.643,-8.463
115.842,0.646,0.295,0.645,0.0615,-8.334
91.911,0.789,0.464,0.757,0.307,-3.46
96.057,0.778,0.345,0.911,0.0887,-2.248
111.989,0.786,0.759,0.781,0.115,-5.211
169.934,0.411,0.412,0.584,0.869,-7.147
110.982,0.804,0.844,0.82,0.175,-7.226
110.427,0.522,0.601,0.75,0.282,-7.018
130.97,0.888,0.771,0.617,0.0705,-4.567
123.031,0.856,0.927,0.748,0.0824,-3.517
92.06,0.673,0.266,0.453,0.32,-5.649
79.928,0.686,0.268,0.647,0.08,-5.745
108.02,0.595,0.546,0.777,0.59,-6.79
142.004,0.588,0.93,0.872,0.275,-6.276
122.016,0.498,0.428,0.876,0.0706,-7.511
151.991,0.69,0.744,0.839,0.207,-4.464
103.071,0.616,0.451,0.797,0.762,-10.229
111.005,0.516,0.53,0.87,0.656,-8.006
139.929,0.543,0.74,0.84,0.678,-4.941
130.037,0.623,0.775,0.919,0.184,-6.521
128.033,0.782,0.55,0.621,0.0125,-5.548
83.97,0.524,0.553,0.653,0.112,-9.016
189.978,0.586,0.295,0.326,0.531,-7.966
93.976,0.662,0.607,0.892,0.169,-3.894
83.118,0.724,0.562,0.569,0.228,-4.076
98.224,0.421,0.524,0.537,0.827,-8.72
100.09,0.665,0.659,0.858,0.126,-4.772
93.924,0.534,0.116,0.832,0.345,-7.813
135.14,0.542,0.564,0.926,0.135,-5.064
155.008,0.73,0.446,0.834,0.00513,-3.714
77.972,0.564,0.483,0.856,0.00327,-6.295
166.162,0.576,0.364,0.77,0.138,-11.845
91.007,0.716,0.732,0.701,0.174,-3.671
140.042,0.658,0.462,0.8,0.25,-6.142
148.038,0.882,0.201,0.569,0.0316,-2.777
112.509,0.662,0.39,0.897,0.0852,-6.903
119.957,0.346,0.562,0.963,0.0355,-9.309
140.053,0.524,0.363,0.747,0.0306,-6.807
140.063,0.444,0.678,0.906,0.136,-8.692
168.112,0.639,0.261,0.772,0.15,-7.119
127.05,0.487,0.108,0.964,0.00127,-6.071
75.016,0.347,0.376,0.884,0.015,-8.227
127.956,0.619,0.154,0.962,0.0354,-5.562
76.984,0.395,0.128,0.793,0.277,-5.578
87.997,0.353,0.0731,0.797,0.59,-9.931
119.996,0.516,0.255,0.877,0.215,-5.426
84.005,0.744,0.645,0.867,0.268,-5.171
120.1,0.515,0.321,0.567,0.354,-10.265
108.003,0.463,0.46,0.97,0.0957,-7.259
143.943,0.662,0.259,0.767,0.103,-4.856
130.001,0.622,0.22,0.847,0.119,-6.747
134.039,0.701,0.564,0.71,0.0105,-5.415
150.062,0.727,0.227,0.477,0.000866,-4.053
143.029,0.48,0.419,0.846,0.269,-8.618
163.935,0.651,0.237,0.665,0.0414,-5.515
79.899,0.692,0.566,0.623,0.328,-5.122
141.996,0.572,0.568,0.823,0.0079,-6.067
149.972,0.613,0.0804,0.65,0.00336,-6.13
161.989,0.529,0.203,0.671,0.0769,-7.226
147.946,0.736,0.233,0.776,0.0802,-4.612
104.986,0.801,0.914,0.778,0.692,-7.326
110.14,0.819,0.636,0.726,0.477,-7.094
67.813,0.651,0.567,0.49,0.714,-6.259
150.097,0.653,0.163,0.547,0.456,-3.875
144.941,0.552,0.112,0.64,0.0215,-5.679
119.476,0.552,0.492,0.765,0.175,-7.524
140.113,0.764,0.886,0.882,0.359,-5.241
101.837,0.634,0.645,0.502,0.677,-3.367
112.984,0.64,0.535,0.869,0.011,-7.677
113.012,0.719,0.546,0.897,0.116,-7.164
87.973,0.668,0.145,0.573,0.189,-4.356
95.865,0.52,0.425,0.578,0.554,-8.399
147.989,0.841,0.838,0.754,0.136,-4.563
145.379,0.683,0.623,0.501,0.109,-7.881
93.2,0.648,0.746,0.737,0.252,-5.493
139.978,0.541,0.387,0.716,0.0021,-7.909
118.079,0.874,0.927,0.774,0.142,-5.641
120.001,0.52,0.37,0.672,0.859,-7.747
141.981,0.366,0.13,0.604,0.578,-7.519
119.964,0.422,0.349,0.53,0.407,-6.262
119.93,0.264,0.331,0.422,0.922,-7.064
95.0,0.547,0.442,0.778,0.344,-7.273
122.013,0.706,0.474,0.663,0.0654,-4.972
173.799,0.779,0.26,0.468,0.112,-4.839
173.372,0.661,0.285,0.429,0.00239,-7.227
159.982,0.454,0.912,0.689,0.0351,-7.643
155.925,0.715,0.497,0.315,0.00125,-8.072
117.896,0.5,0.801,0.664,0.799,-6.935
72.795,0.28,0.387,0.612,0.932,-8.648
121.07,0.663,0.286,0.6,0.225,-5.802
122.769,0.537,0.131,0.445,0.695,-8.532
103.019,0.635,0.446,0.617,0.0498,-6.769
115.284,0.296,0.12,0.351,0.934,-10.109
138.992,0.697,0.732,0.74,0.0268,-4.912
95.977,0.652,0.931,0.825,0.581,-3.183
175.212,0.192,0.148,0.369,0.555,-12.151
109.021,0.841,0.424,0.635,0.0134,-5.379
85.043,0.557,0.494,0.358,0.695,-7.398
81.001,0.607,0.498,0.684,0.0267,-8.127
95.05,0.448,0.168,0.599,0.163,-6.312
146.277,0.442,0.213,0.557,0.731,-7.224
75.881,0.552,0.0789,0.346,0.417,-6.864
167.997,0.822,0.288,0.604,0.00672,-4.833
68.534,0.543,0.453,0.359,0.492,-7.582
120.042,0.763,0.551,0.695,0.189,-3.497
102.078,0.425,0.27,0.357,0.584,-7.301
153.96,0.741,0.441,0.601,0.185,-5.569
120.032,0.713,0.879,0.742,0.0205,-5.522
107.989,0.379,0.201,0.614,0.607,-10.48
149.789,0.754,0.755,0.752,0.0151,-6.684
138.178,0.417,0.124,0.209,0.164,-8.74
97.994,0.603,0.67,0.712,0.186,-5.52
111.881,0.574,0.183,0.459,0.608,-4.857
96.888,0.648,0.49,0.633,0.121,-6.645
77.987,0.776,0.427,0.585,0.0572,-5.898
139.631,0.585,0.212,0.449,0.0509,-6.761
91.05,0.327,0.595,0.775,0.841,-7.241
78.998,0.445,0.591,0.781,0.474,-6.061
79.064,0.638,0.497,0.481,0.153,-5.862
110.056,0.845,0.775,0.671,0.0207,-4.93
139.994,0.797,0.825,0.704,0.0826,-5.927
103.998,0.628,0.552,0.674,0.00144,-7.079
95.051,0.862,0.809,0.712,0.0525,-4.612
119.992,0.473,0.34,0.765,0.287,-5.829
89.087,0.465,0.543,0.449,0.524,-8.964
116.032,0.798,0.942,0.796,0.034,-6.312
108.038,0.53,0.417,0.63,0.4,-7.259
101.19,0.55,0.342,0.551,0.777,-5.339
102.0,0.663,0.465,0.651,0.228,-5.569
111.825,0.401,0.195,0.677,0.712,-8.467
114.481,0.699,0.915,0.85,0.152,-3.292
169.928,0.764,0.478,0.591,0.0383,-5.484
178.765,0.45,0.537,0.597,0.223,-6.658
144.905,0.82,0.452,0.621,0.332,-4.865
112.672,0.174,0.231,0.681,0.837,-8.745
136.07,0.488,0.533,0.752,0.293,-7.05
119.976,0.738,0.637,0.721,0.00226,-4.77
100.012,0.902,0.536,0.673,0.0591,-2.392
120.076,0.788,0.884,0.748,0.0591,-7.055
107.01,0.657,0.437,0.753,0.171,-3.061
102.819,0.342,0.0993,0.516,0.55,-8.985
114.066,0.794,0.244,0.601,0.00987,-5.844
203.812,0.673,0.488,0.492,0.413,-5.431
84.876,0.426,0.337,0.674,0.12,-9.504
104.036,0.656,0.225,0.638,0.188,-5.886
94.931,0.825,0.268,0.56,0.323,-3.862
119.054,0.792,0.415,0.627,0.13,-4.311
116.947,0.54,0.75,0.759,0.037,-6.039
159.878,0.683,0.572,0.515,0.0749,-5.099
150.96,0.444,0.712,0.703,0.559,-9.331
112.027,0.719,0.371,0.558,0.0367,-5.113
129.062,0.495,0.72,0.864,0.591,-7.036
92.513,0.706,0.144,0.482,0.135,-5.762
103.375,0.495,0.799,0.694,0.0137,-14.222
126.684,0.586,0.443,0.553,0.697,-6.319
74.988,0.903,0.652,0.52,0.00517,-5.497
72.023,0.331,0.271,0.459,0.817,-12.603
175.924,0.714,0.33,0.564,0.0549,-4.987
120.012,0.798,0.591,0.719,0.0162,-4.582
113.608,0.588,0.193,0.491,0.0281,-6.177
89.929,0.71,0.419,0.5,0.19,-3.015
50.827,0.445,0.278,0.286,0.355,-8.087
114.145,0.415,0.455,0.728,0.401,-6.852
147.873,0.632,0.0797,0.494,0.682,-6.89
75.801,0.473,0.604,0.464,0.866,-10.086
79.983,0.72,0.472,0.508,0.272,-5.908
184.086,0.638,0.735,0.378,0.02,-5.576
90.04,0.549,0.167,0.644,0.0209,-5.415
123.28,0.725,0.335,0.49,0.123,-3.304
89.991,0.63,0.43,0.654,0.153,-4.644
118.582,0.316,0.174,0.398,0.805,-7.031
130.007,0.922,0.758,0.666,0.000348,-4.645
74.541,0.348,0.0886,0.349,0.726,-6.142
117.089,0.787,0.572,0.399,0.0197,-2.88
113.81,0.465,0.0682,0.6,0.643,-4.951
143.994,0.698,0.867,0.726,0.049,-4.165
186.003,0.587,0.486,0.679,0.141,-7.015
112.238,0.669,0.662,0.908,0.00286,-2.827
95.977,0.652,0.931,0.825,0.581,-3.183
129.024,0.939,0.53,0.671,0.191,-3.206
84.412,0.902,0.876,0.573,0.018,-7.638
100.024,0.824,0.758,0.778,0.284,-5.892
105.018,0.791,0.583,0.894,0.0183,-4.699
128.038,0.866,0.619,0.578,0.00701,-3.804
122.509,0.887,0.794,0.532,0.0778,-3.757
124.08,0.783,0.643,0.532,0.0038,-5.697
143.04,0.838,0.924,0.774,0.0249,-3.914
125.135,0.711,0.875,0.692,0.225,-7.498
120.028,0.837,0.714,0.755,0.0991,-2.718
99.947,0.76,0.409,0.655,0.0797,-3.669
100.804,0.87,0.754,0.543,0.358,-6.514
128.035,0.823,0.418,0.646,0.213,-4.123
114.742,0.807,0.765,0.729,0.181,-6.492
129.992,0.963,0.788,0.581,0.0295,-4.087
125.983,0.835,0.654,0.527,0.0166,-5.298
119.963,0.861,0.654,0.663,0.0338,-3.398
92.96,0.699,0.907,0.759,0.202,-5.745
94.948,0.806,0.613,0.843,0.143,-5.946
119.001,0.806,0.774,0.851,0.119,-4.618
124.022,0.802,0.724,0.721,0.0921,-5.797
127.949,0.856,0.743,0.596,0.0211,-3.556
118.818,0.824,0.867,0.709,0.207,-8.824
159.805,0.869,0.425,0.533,0.156,-5.093
113.324,0.844,0.382,0.788,0.25,-3.131
106.97,0.803,0.632,0.818,0.034,-4.282
120.372,0.799,0.725,0.71,0.22,-4.897
139.13,0.834,0.774,0.509,0.0183,-6.205
89.99,0.795,0.796,0.646,0.0319,-3.293
120.021,0.58,0.66,0.782,0.0114,-6.548
102.04,0.882,0.463,0.742,0.0466,-2.862
126.062,0.787,0.301,0.604,0.0679,-3.674
117.0,0.583,0.964,0.967,0.0584,-5.562
127.966,0.766,0.61,0.744,0.0873,-6.375
125.02,0.567,0.793,0.845,0.59,-8.118
122.669,0.669,0.547,0.834,0.0341,-5.582
110.009,0.864,0.891,0.768,0.101,-6.149
128.046,0.761,0.624,0.722,0.0119,-4.46
95.053,0.834,0.894,0.751,0.3,-5.444
144.438,0.501,0.623,0.5,0.462,-8.284
118.99,0.739,0.745,0.822,0.0264,-4.541
128.024,0.857,0.348,0.414,0.0287,-4.078
125.18,0.574,0.755,0.613,0.0253,-7.961
119.528,0.491,0.536,0.749,0.02,-9.655
129.042,0.84,0.438,0.612,0.112,-3.145
123.063,0.815,0.636,0.636,0.0185,-5.098
100.972,0.714,0.817,0.892,0.201,-6.055
124.921,0.814,0.717,0.707,0.0861,-4.509
132.975,0.917,0.459,0.652,0.0082,-6.72
131.459,0.844,0.777,0.729,0.149,-8.824
126.007,0.563,0.964,0.766,0.0263,-7.516
125.04,0.6,0.822,0.951,0.106,-4.675
121.981,0.726,0.529,0.503,0.0159,-5.456
127.999,0.736,0.613,0.579,0.31,-3.863
130.003,0.777,0.575,0.73,0.105,-5.194
105.39,0.783,0.813,0.554,0.416,-5.852
92.887,0.551,0.969,0.911,0.133,-3.75
160.078,0.8,0.942,0.647,0.0647,-5.384
99.017,0.64,0.499,0.779,0.000155,-8.415
126.041,0.808,0.869,0.72,0.00793,-5.627
93.764,0.625,0.858,0.798,0.00547,-9.689
127.075,0.86,0.437,0.608,0.0991,-5.324
116.047,0.811,0.862,0.794,0.0426,-8.966
126.04,0.889,0.464,0.584,0.0462,-5.941
117.046,0.654,0.847,0.92,0.0236,-3.051
135.956,0.758,0.542,0.673,0.039,-3.632
94.379,0.716,0.901,0.535,0.326,-5.025
99.165,0.77,0.681,0.646,0.00249,-6.596
123.962,0.927,0.465,0.631,0.199,-2.787
146.078,0.922,0.847,0.641,0.0291,-4.457
125.006,0.716,0.751,0.747,0.135,-2.457
88.634,0.646,0.67,0.867,0.303,-4.674
109.901,0.87,0.944,0.597,0.0119,-11.97
127.966,0.869,0.473,0.616,0.0283,-3.911
120.05,0.855,0.648,0.67,0.0124,-3.035
137.547,0.748,0.827,0.749,0.295,-7.011
117.656,0.738,0.958,0.731,0.184,-8.125
113.03,0.83,0.702,0.666,0.0123,-5.715
131.715,0.756,0.963,0.802,0.0843,-10.791
126.094,0.915,0.51,0.544,0.129,-3.405
93.989,0.86,0.656,0.737,0.11,-2.652
126.885,0.851,0.452,0.722,0.0319,-3.873
98.007,0.809,0.274,0.723,0.00346,-3.081
128.011,0.89,0.684,0.706,0.0588,-4.444
119.958,0.593,0.72,0.79,0.0983,-9.204
127.975,0.766,0.6,0.735,0.025,-4.485
129.981,0.835,0.795,0.572,0.171,-6.219
126.05,0.872,0.682,0.56,0.0239,-4.269
91.031,0.751,0.195,0.706,0.173,-6.323
129.948,0.702,0.29,0.686,0.00637,-5.325
128.99,0.861,0.636,0.704,0.587,-4.221
122.49,0.655,0.392,0.572,0.00579,-7.027
101.875,0.7,0.724,0.85,0.0607,-6.49
174.06,0.807,0.892,0.622,0.103,-6.752
122.746,0.697,0.476,0.613,0.0194,-8.618
125.035,0.648,0.9,0.869,0.121,-8.698
117.662,0.843,0.188,0.529,0.0628,-6.908
107.657,0.832,0.871,0.794,0.237,-4.862
128.016,0.954,0.312,0.627,0.0015,-4.804
108.016,0.853,0.605,0.731,0.0352,-4.219
111.038,0.842,0.26,0.625,0.264,-5.285
132.032,0.842,0.861,0.706,7.73e-05,-3.956
172.656,0.928,0.879,0.614,0.0408,-4.806
107.075,0.741,0.911,0.956,0.204,-4.753
107.064,0.675,0.924,0.684,0.163,-8.123
129.991,0.879,0.962,0.812,0.017,-10.998
110.621,0.711,0.815,0.975,0.168,-3.904
128.168,0.772,0.919,0.766,0.403,-9.362
103.644,0.535,0.641,0.707,0.113,-19.793
95.487,0.833,0.612,0.715,0.00631,-5.379
118.881,0.821,0.947,0.878,0.126,-9.875
128.036,0.862,0.469,0.498,0.000313,-6.02
119.975,0.857,0.432,0.56,0.0594,-4.145
104.409,0.495,0.967,0.737,0.0588,-13.489
122.987,0.699,0.733,0.811,0.0726,-5.211
178.043,0.954,0.933,0.425,0.00414,-3.756
119.993,0.599,0.843,0.853,0.00334,-4.756
113.026,0.931,0.767,0.753,0.00994,-4.922
126.342,0.837,0.447,0.597,0.00427,-6.518
115.443,0.713,0.97,0.784,0.447,-6.865
127.99,0.985,0.72,0.801,0.0205,-2.69
111.485,0.271,0.742,0.898,0.0135,-12.238
129.884,0.876,0.552,0.666,0.055,-3.078
129.996,0.76,0.696,0.702,0.00226,-3.174
126.052,0.81,0.11,0.572,0.0157,-5.791
119.977,0.781,0.814,0.751,0.0039,-3.724
122.093,0.952,0.584,0.398,0.000373,-6.042
108.17,0.534,0.89,0.877,0.0339,-6.178
100.021,0.838,0.965,0.832,0.0791,-5.414
131.468,0.868,0.808,0.704,0.0834,-5.808
124.149,0.662,0.359,0.729,0.00128,-7.191
132.067,0.937,0.749,0.727,0.00417,-2.871
130.011,0.736,0.355,0.75,0.0202,-4.168
124.948,0.859,0.52,0.733,0.479,-5.03
96.987,0.786,0.899,0.808,0.00928,-6.897
120.016,0.63,0.548,0.875,0.00546,-3.475
133.149,0.517,0.862,0.867,0.00449,-13.22
140.982,0.907,0.961,0.518,0.00221,-3.732
131.986,0.936,0.598,0.729,0.0129,-7.536
123.907,0.828,0.493,0.587,0.00327,-5.108
101.965,0.763,0.742,0.72,0.406,-4.068
125.896,0.748,0.356,0.503,0.0305,-4.124
107.363,0.573,0.716,0.684,0.318,-12.3
127.808,0.805,0.799,0.69,0.000232,-11.522
146.005,0.732,0.277,0.583,0.00315,-5.729
116.012,0.792,0.583,0.979,0.0025,-2.784
138.978,0.556,0.156,0.531,0.407,-6.245
146.053,0.663,0.6,0.634,0.433,-6.818
96.192,0.394,0.399,0.421,0.863,-8.312
104.996,0.546,0.868,0.742,0.172,-7.694
163.9,0.486,0.792,0.687,0.587,-8.673
75.515,0.529,0.521,0.551,0.296,-10.469
129.989,0.0867,0.349,0.696,0.988,-25.203
87.057,0.351,0.451,0.665,0.516,-9.424
102.331,0.585,0.584,0.75,0.049,-7.576
71.123,0.286,0.302,0.587,0.185,-8.839
155.901,0.382,0.343,0.541,0.0215,-14.323
105.143,0.864,0.4,0.556,0.00958,-5.87
184.115,0.872,0.806,0.466,0.0156,-3.344
117.038,0.62,0.934,0.741,0.0295,-5.505
107.849,0.568,0.516,0.614,0.00797,-5.477
85.03,0.532,0.405,0.548,0.186,-7.596
96.483,0.767,0.328,0.592,0.0021,-2.788
155.925,0.715,0.497,0.315,0.00125,-8.072
74.989,0.713,0.566,0.645,0.00835,-5.355
123.229,0.795,0.513,0.458,0.00316,-3.265
120.092,0.935,0.287,0.627,0.0092,-4.882
164.057,0.87,0.284,0.28,0.000686,-4.219
100.016,0.865,0.587,0.58,0.105,-4.359
119.783,0.941,0.124,0.502,0.000346,-5.194
110.006,0.972,0.585,0.585,0.0143,-4.45
158.066,0.881,0.364,0.413,5.99e-05,-5.541
117.971,0.808,0.38,0.493,0.000235,-3.365
159.779,0.742,0.416,0.268,0.0518,-4.939
94.015,0.839,0.416,0.517,0.0014,-3.521
80.401,0.637,0.18,0.514,0.213,-6.418
169.835,0.796,0.33,0.289,0.00837,-4.22
88.969,0.717,0.547,0.595,0.0779,-4.803
81.201,0.442,0.243,0.513,0.00731,-13.529
108.0,0.911,0.685,0.615,0.0686,-3.584
91.455,0.938,0.875,0.618,0.0179,-3.442
77.15,0.684,0.2,0.36,0.323,-6.457
113.967,0.901,0.744,0.621,0.17,-5.396
129.786,0.595,0.237,0.519,0.00151,-5.001
156.036,0.849,0.917,0.636,0.0438,-7.075
104.655,0.9,0.599,0.427,0.116,-3.674
120.0,0.921,0.782,0.668,0.0492,-3.727
105.338,0.944,0.265,0.394,0.00178,-6.506
173.008,0.652,0.1,0.274,0.00768,-6.196
128.019,0.905,0.411,0.602,0.000202,-4.046
137.028,0.715,0.173,0.276,0.00552,-5.356
